"id","vocabulary_text","vocabulary_sound","kanji_text","kanji_meaning","vocabulary_meaning","highlighted","lesson_id"
"924","どっち","docchi.mp3","","","cái nào, phía nào, đâu (cách nói thân mật của 「どちら」)","","20"
"925","このあいだ","konoaida.mp3","この間","GIAN","vừa rồi, hôm nọ","","20"
"926","みんなで","minnade.mp3","","","mọi người cùng","","20"
"927","～けど","kedo.mp3","","","nhưng (cách nói thân mật của 「が」)","","20"
"928","くにへかえるの？","kunihekaeruno.mp3","国へ帰るの？","QUỐC QUY","Anh/chị có về nước không?","","20"
"929","どうするの？","dousuruno.mp3","","","Anh/ chị tính sao? Anh/chị sẽ làm gì?","","20"
"930","どうしようかな。","doushiyoukana.mp3","","","Tính sao đây nhỉ?/để tôi xem.","","20"
"931","よかったら","yokattara.mp3","","","Nếu anh/chị thích thì","","20"
"932","いろいろ","iroiro.mp3","","","nhiều thứ","","20"
"933","おもいます","omoimasu.mp3","思います","TƯ","nghĩ","","21"
"934","いいます","iimasu.mp3","言います","NGÔN","nói","","21"
"935","たります","tarimasu.mp3","足ります","TÚC","đủ","","21"
"936","かちます","kachimasu.mp3","勝ちます","THẮNG","thắng","","21"
"937","まけます","makemasu.mp3","負けます","PHỤ","thua","","21"
"938","[おまつりが～] あります","arimasu.mp3","[お祭りが～]あります","TẾ","được tổ chức, diễn ra, có [lễ hội~]","","21"
"939","やくにたちます","yakunitachimasu.mp3","役に立ちます","DỊCH LẬP","giúp ích","","21"
"940","むだ[な]","muda.mp3","","","lãng phí, vô ích","","21"
"941","ふべん[な]","fuben.mp3","不便[な]","BẤT TIỆN","bất tiện","","21"
"942","おなじ","onaji.mp3","","","giống","","21"
"943","すごい","sugoi.mp3","","","ghê quá, giỏi quá","","21"
"944","しゅしょう","syusyou.mp3","首相","THỦ TƯỚNG","thủ tướng","","21"
"945","だいとうりょう","daitouryou.mp3","大統領","ĐẠI THỐNG LÃNH","tổng thống","","21"
"946","せいじ","seiji.mp3","政治","CHÍNH TRỊ","chính trị","","21"
"947","ニュース","k_nyuusu.mp3","","","tin tức, bản tin","","21"
"948","スピーチ","k_supiichi.mp3","","","bài diễn thuyết, bài phát biểu (～をします: diễn thuyết)","","21"
"949","しあい","shiai.mp3","試合","THÍ HỢP","trận đấu","","21"
"950","アルバイト","k_arubaito.mp3","","","công việc làm thêm (～をします: làm thêm)","","21"
"951","いけん","iken.mp3","意見","Ý KIẾN","ý kiến","","21"
"952","[お]はなし","ohanashi.mp3","[お]話","THOẠI","I câu chuyện, bài nói chuyện (～をします: Nói chuyện)","","21"
"953","ユーモア","k_yuumoa.mp3","","","hài hước","","21"
"954","むだ","muda.mp3","","","sự lãng phí","","21"
"955","デザイン","dezain.mp3","","","thiết kế","","21"
"956","こうつう","kotsuu.mp3","交通","GIAO THÔNG","giao thông, đi lại","","21"
"957","ラッシュ","rasshu.mp3","","","giờ cao điểm","","21"
"958","さいきん","saikin.mp3","最近","TỐI CẬN","gần đây","","21"
"959","たぶん","tabun.mp3","","","chắc, có thể","","21"
"960","きっと","kitto.mp3","","","chắc chắn, nhất định","","21"
"961","ほんとうに","hontouni.mp3","","","thật sự","","21"
"962","そんなに","sonnani.mp3","","","(không)~ lắm","","21"
"963","～について","nitsuite.mp3","","","về~","","21"
"964","しかたが　ありません。","shikatagaarimasen.mp3","","","Không có cách nào khác./đành chịu vậy/ Chuyện đã rồi.","","21"
"965","しばらくですね。","shibarakudesune.mp3","","","Lâu không gặp nhỉ.","","21"
"966","～でものみませんか。","demonomimasenka.wav","～でも飲みませんか。","ẤM","Anh/chị uống~ (cà-phê, rựu hay cái gì đó) nhé.","","21"
"967","みないと…。","minaito.wav","見ないと…。","KIẾN","Tôi phải xem","","21"
"968","もちろん","mochiron.mp3","","","tất nhiên","","21"
"969","カンガルー","kangaru.wav","","","con kăng-gu-ru, chuột túi","","21"
"970","キャプテン・クック","kyapputenkukku.wav","","","thuyền trưởng Cook (James Cook 1728 – 79)","","21"
"971","[シャツを～]きます","kimasu.mp3","[シャツを～]着ます","TRƯỚC","mặc [áo sơ mi, v.v.]","","22"
"972","[くつを～] はきます","hakimasu.mp3","[靴を～]","NGOA","đi, mặc [giầy, quần âu, v.v.]","","22"
"973","[ぼうしを～]かぶります","kaburimasu.mp3","[帽子を～]","MẠO TỬ","đội [mũ, v.v.]","","22"
"974","[めがねを～]かけます","kakemasu.mp3","[眼鏡を～]","NHÃN KÍNH","đeo [kính]","","22"
"975","うまれます","umaremasu.mp3","生まれます","SINH","sinh ra","","22"
"976","コート","k_kooto.mp3","","","áo khoác","","22"
"977","スーツ","k_suutsu.mp3","","","com-lê","","22"
"978","セーター","k_seetaa.mp3","","","áo len","","22"
"979","ぼうし","boushi.mp3","帽子","MẠO TỬ","mũ","","22"
"980","めがね","megane.mp3","眼鏡","NHÃN KÍNH","kính","","22"
"981","よく","yoku.mp3","","","tốt, rõ (chỉ mức độ)","","22"
"982","おめでとう　ございます。","omedetougozaimasu.mp3","","","Chúc mừng.","","22"
"983","こちら","kochira.mp3","","","phía này, đằng này, chỗ này, đây","","22"
"984","やちん","yachin.mp3","家賃","GIA NHẪM","tiền thuê nhà","","22"
"985","うーん。","uun.mp3","","","ừ~./ Để tôi xem./ Thế nào nhỉ.","","22"
"986","ダイニングキチン","k_dainingukichin.mp3","","","bếp kèm phòng ăn","","22"
"987","わしつ","washitsu.wav","和室","HÒA THẤT","phòng kiểu Nhật","","22"
"988","おしいれ","oshiire.mp3","押入れ","ÁP NHẬP","Chổ để chăn gối trong một căn phòng kiểu Nhật","","22"
"989","ふとん","futon.mp3","布団","BỐ ĐOÀN","chăn, đệm","","22"
"990","アパート","k_apaato.mp3","","","nhà chung cư","","22"
"991","パリ","k_pari.wav","","","Pari","","22"
"992","ばんりのちょうじょう","banrinochoujou.wav","万里の長城","VẠN LÝ TRƯỜNG THÀNH","Vạn Lý Trường Thành","","22"
"993","よかかいはつセンター","yokakaihatsusenta.wav","余暇開発センター","DƯ HẠ KHAI PHÁT","Trung tâm phát triển hoạt động giải trí cho người dân","","22"
"994","レジャーはくしょ","rejahakusho.wav","レジャー白書","BẠCH THƯ","sách trắng về sử dụng thời gian rảnh rỗi","","22"
"995","[せんせいに～]ききます","kikimasu.mp3","[先生に～]聞きます","TIÊN SINH VĂN","hỏi [giáo viên]","","23"
"996","まわします","mawashimasu.mp3","回します","HỒI","vặn (núm)","","23"
"997","ひきます","hikimasu.mp3","引きます","DẪN","chơi (nhạc cụ)","","23"
"998","かえます","kaemasu.mp3","変えます","BIẾN","đổi","","23"
"999","[ドアに～]さわります","sawarimasu.mp3","触ります","XÚC","sờ, chạm vào [cửa]","","23"
"1000","[おつりが～]でます","demasu.mp3","[お釣りが～]出ます","ĐIẾU XUẤT","ra, đi ra [tiền thừa ~]","","23"
"1001","[とけいが～] うごきます","ugokimasu.mp3","[時計が～]動きます","THỜI KẾ ĐỘNG","chuyển động, chạy [đồng hồ ~]","","23"
"1002","[みちを～]あるきます","arukimasu.mp3","[道を～]歩きます","ĐẠO BỘ","đi bộ [trên đường]","","23"
"1003","[はしを～]わたります","watarimasu.mp3","[橋を～]渡ります","KIỀU ĐỘ","qua, đi qua [cầu]","","23"
"1004","[くるまに～]きを　つけます","kiwotsukemasu.mp3","[車に～]気をつけます","XA KHÍ","chú ý, cẩn thận [với ô-tô]","","23"
"1005","ひっこしします","hikkoshishimasu.mp3","引っ越しします","DẪN VIỆT","chuyển nhà","","23"
"1006","でんきや","denkiya.mp3","電気屋","ĐIỆN KHÍ ỐC","cửa hàng đồ điện","","23"
"1007","～や","ya.mp3","～屋","ỐC","cửa hàng ~","","23"
"1008","サイズ","k_saizu.mp3","","","cỡ, kích thước","","23"
"1009","おと","oto.mp3","音","ÂM","âm thanh","","23"
"1010","きかい","kikai.mp3","機械","CƠ GIỚI","máy, máy móc","","23"
"1011","つまみ","tsumami.mp3","","","núm vặn","","23"
"1012","こしょう","kosyou.mp3","故障","CỐ CHƯỚNG","hỏng (~します：bị hỏng)","","23"
"1013","みち","michi.mp3","道","ĐẠO","đường","","23"
"1014","こうさてん","kousaten.mp3","交差点","GIAO SAI ĐIỂM","ngã tư","","23"
"1015","しんごう","shingou.mp3","信号","TÍN HIỆU","đèn tín hiệu","","23"
"1016","かど","kado.mp3","角","GIÁC","góc","","23"
"1017","はし","hashi.mp3","橋","KIỀU","đũa","","23"
"1018","ちゅうしゃじょう","chuusyajou.mp3","駐車場","TRÚ XA TRƯỜNG","bãi đỗ xe","","23"
"1019","―め","me.mp3","―目","MỤC","thứ - , số - (biểu thị thứ tự)","","23"
"1020","[お]しょうがつ","osyougatsu.mp3","[お]正月","CHÍNH NGUYỆT","Tết (Dương lịch)","","23"
"1021","ごちそうさま[でした]。","gochisousamadeshita.mp3","","","Xin cám ơn anh/chị đã đãi tôi bữa cơm.","","23"
"1022","たてもの","tatemono.mp3","建物","KIẾN VẬT","tòa nhà","","23"
"1023","がいこくじんとうろくしょう","gaikokujintourokusyou.mp3","外国人登録証","NGOẠI QUỐC NHÂN","thẻ đăng ký người nước ngoài,","","23"
"1024","しょうとくたいし","syoutokutaishi.wav","聖徳太子","THÁNH ĐỨC THÁI TỬ","Thái tử Shotoku (574 – 622)","","23"
"1025","ほうりゅうじ","horyuji.wav","法隆寺","PHÁP LONG TỰ","Chùa Horyu-ji","","23"
"1026","げんきちゃ","genkicha.wav","元気茶","NGUYÊN KHÍ TRÀ","tên một loại trà (giả tưởng)","","23"
"1027","ほんだえき","hondaeki.wav","本田駅","BẢN ĐIỀN DỊCH","tên một nhà ga (giả tưởng)","","23"
"1028","としょかんまえ","toshokanmae.wav","図書館前","ĐỒ THƯ QUÁN TIỀN","tên một bến xe buýt (giả tưởng","","23"
"1029","くれます","kuremasu.mp3","","","cho, tặng (tôi)","","24"
"1030","つれていきます","tsureteikimasu.mp3","連れて行きます","LIÊN HÀNH","dẫn đi","","24"
"1031","つれてきます","tsuretekimasu.mp3","連れて来ます","LIÊN LAI","dẫn đến","","24"
"1032","[ひとを～]おくります","okurimasu.mp3","[人を～]送ります","NHÂN TỐNG","đưa đi, đưa đến, tiễn [một ai đó]","","24"
"1033","しょうかいします","syoukaishimasu.mp3","紹介します","THIỆU GIỚI","giới thiệu","","24"
"1034","あんないします","annaishimasu.mp3","案内します","ÁN NỘI","hướng dẫn, giới thiệu, dẫn đường","","24"
"1035","せつめいします","setsumeishimasu.mp3","説明します","THUYẾT MINH","giải thích, trình bày","","24"
"1036","[コーヒーを～]いれます","iremasu.mp3","","","pha [cà-phê]","","24"
"1037","おじいさん／おじいちゃん","ojiichan.mp3","","","ông nội, ông ngoại, ông","","24"
"1038","おばあさん／おばあちゃん","obaachan.mp3","","","bà nội, bà ngoại, bà","","24"
"1039","じゅんび","junbi.mp3","準備","CHUẨN BỊ","chuẩn bị [～します:chuẩn bị]","","24"
"1040","いみ","imi.mp3","意味","Ý VỊ","ý nghĩa","","24"
"1041","[お]かし","okashi.mp3","[お]菓子","QUẢ TỬ","bánh kẹo","","24"
"1042","ぜんぶ","zenbu.mp3","全部","TOÀN BỘ","toàn bộ, tất cả","","24"
"1043","じぶんで","jibunde.mp3","自分で","TỰ PHÂN","tự (mình)","","24"
"1044","ほかに","hokani.mp3","","","ngoài ra, bên cạnh đó","","24"
"1045","ワゴンしゃ","k_wagonsya.mp3","ワゴン車","XA","xe ô-tô kiểu Wagon (có thùng đóng kín)","","24"
"1046","「お」べんとう","obentou.mp3","[お]弁当","BIỆN ĐƯƠNG","cơm hộp","","24"
"1047","ははのひ","hahanohi.wav","母の日","MẪU NHẬT","ngày Mẹ","","24"
"1048","かんがえます","kangaemasu.mp3","考えます","KHẢO","nghĩ, suy nghĩ","","25"
"1049","[えきに～] つきます","tsukimasu.mp3","[駅に～]着きます","DỊCH TRƯỚC","đến [ga]","","25"
"1050","りゅうがくします","ryuugakushimasu.mp3","留学します","LƯU HỌC","du học","","25"
"1051","[としを～]とります","torimasu.mp3","[年を～]取ります","NIÊN THỦ","thêm [tuổi]","","25"
"1052","いなか","inaka.mp3","田舎","ĐIỀN XÁ","quê, nông thôn","","25"
"1053","たいしかん","taishikan.mp3","大使館","ĐẠI SỨ QUÁN","đại sứ quán","","25"
"1054","グループ","k_guruupu.mp3","","","nhóm, đoàn","","25"
"1055","チャンス","k_chansu.mp3","","","cơ hội","","25"
"1056","おく","oku.mp3","億","ỨC","bên trong cùng, phía sâu bên trong","","25"
"1057","もし[～たら]","moshi.mp3","","","nếu [~ thì]","","25"
"1058","いくら[～ても]","ikura.mp3","","","cho dù, thế nào [~ đi nữa]","","25"
"1059","てんきん","tenkin.mp3","転勤","CHUYỂN CẦN","việc chuyển địa điểm làm việc","","25"
"1060","こと","koto.mp3","","","việc (~の　こと: việc ~)","","25"
"1061","いっぱいのみましょう","ippainomimashou.wav","一杯飲みましょう。","NHẤT BÔI ẨM","Chúng ta cùng uống nhé.","","25"
"1062","「いろいろおせわになりました","iroiroosewaninarimashita.mp3","[いろいろ]お世話になりました。","THẾ THOẠI","Anh/chị đã giúp tôi (nhiều).","","25"
"1063","がんばります","ganbarimasu.mp3","頑張ります","NGOAN TRƯƠNG","cố, cố gắng","","25"
"1064","どうぞおげんきで","douzoogenkide.mp3","どうぞお元気で。","NGUYÊN KHÍ","Chúc anh/chị mạnh khỏe.","","25"
"1065","みます","mimasu.mp3","見ます, 診ます","KIẾN, CHẨN","xem, khám bệnh","","26"
"1066","さがします","sagashimasu.mp3","探します,捜します","THÁM、SƯU","tìm, tìm kiếm","","26"
"1067","[じかんに～] おくれます","okuremasu.mp3","[時間に～]遅れます","THỜI GIAN TRÌ","chậm, muộn [cuộc hẹn,v.v.]","","26"
"1068","やります","yarimasu.mp3","","","làm","","26"
"1069","[パーティーに～]さんかします","sankashimasu.wav","[パーティーに～]参加します","THAM GIA","tham gia, dự [buổi tiệc]","","26"
"1070","もうしこみます","moushikomimasu.mp3","申し込みます","THÂN VÀO","đăng ký","","26"
"1071","つごうが　いい","tsugougaii.mp3","都合が　いい","ĐÔ HỢP","có thời gian, thuận tiện","","26"
"1072","つごうが　わるい","tsugougawarui.mp3","都合が　悪い","ĐÔ HỢP ÁC","không có thời gian, bận, không thuận tiện","","26"
"1073","きぶんがいい","kibungaii.mp3","気分がいい","KHÍ PHÂN","cảm thấy tốt, cảm thấy khỏe","","26"
"1074","きぶんがわるい","kibungawarui.mp3","気分が悪い","KHÍ PHÂN ÁC","cảm thấy không tốt, cảm thấy mệt","","26"
"1075","しんぶんしゃ","shinbunsha.mp3","新聞社","TÂN VĂN XÃ","công ty phát hành báo, tòa soạn báo","","26"
"1076","じゅうどう","juudou.mp3","柔道","NHU ĐẠO","Judo (nhu đạo)","","26"
"1077","うんどうかい","undoukai.mp3","運動会","VẬN ĐỘNG HỘI","hội thi thể thao","","26"
"1078","ばしょ","basyo.mp3","場所","TRƯỜNG SỞ","địa điểm","","26"
"1079","ボランティア","k_borantexia.mp3","","","tình nguyện viên","","26"
"1080","～べん","ben.mp3","～弁","BIỆN","tiếng ~, giọng ~","","26"
"1081","こんど","kondo.mp3","今度","KIM ĐỘ","lần tới","","26"
"1082","ずいぶん","zuibun.mp3","","","khá, tương đối","","26"
"1083","ちょくせつ","chokusetsu.mp3","直接","TRỰC TIẾP","trực tiếp","","26"
"1084","いつでも","itsudemo.mp3","","","lúc nào cũng","","26"
"1085","どこでも","dokodemo.mp3","","","ở đâu cũng","","26"
"1086","だれでも","daredemo.mp3","","","ai cũng","","26"
